path,label,score
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_16.mp4,playing tennis,0.19534002
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1042.mp4,playing tennis,0.105945975
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1530.mp4,barbequing,0.21429667
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_567.mp4,making pizza,0.14086655
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_675.mp4,eating burger,0.21761976
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_596.mp4,eating hotdog,0.08016394
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1323.mp4,making pizza,0.19876954
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_900.mp4,egg hunting,0.12895635
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_886.mp4,barbequing,0.16516006
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_363.mp4,making a sandwich,0.05538074
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1492.mp4,blowing out candles,0.2242199
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_390.mp4,barbequing,0.11070421
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_432.mp4,grooming dog,0.12485431
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_807.mp4,making a sandwich,0.11753732
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_419.mp4,eating hotdog,0.12236075
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_423.mp4,making pizza,0.24485338
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_897.mp4,making pizza,0.149991
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_412.mp4,catching or throwing baseball,0.10750868
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1573.mp4,catching or throwing frisbee,0.16234596
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_605.mp4,barbequing,0.10864481
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_186.mp4,carving pumpkin,0.121221125
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1225.mp4,making a sandwich,0.24125966
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_747.mp4,barbequing,0.15566087
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_819.mp4,making pizza,0.23006217
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_153.mp4,spray painting,0.04491147
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1478.mp4,walking the dog,0.10318197
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1026.mp4,playing basketball,0.07619044
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_659.mp4,making a sandwich,0.23484008
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_799.mp4,walking the dog,0.217949
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_179.mp4,barbequing,0.1385107
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_447.mp4,riding unicycle,0.14903718
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_768.mp4,playing tennis,0.1948155
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_12.mp4,making snowman,0.08219513
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_578.mp4,dining,0.053302716
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_182.mp4,barbequing,0.06952242
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_749.mp4,jumping into pool,0.05704555
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_41.mp4,eating ice cream,0.093191504
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_558.mp4,barbequing,0.30156034
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1230.mp4,barbequing,0.21695124
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1321.mp4,making a sandwich,0.14501505
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_431.mp4,eating ice cream,0.053107526
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_459.mp4,barbequing,0.24898928
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_239.mp4,making pizza,0.18394321
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_74.mp4,barbequing,0.16523838
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_374.mp4,riding elephant,0.09437936
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_476.mp4,barbequing,0.11929035
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_872.mp4,making pizza,0.21612036
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_261.mp4,making pizza,0.15411657
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1562.mp4,making pizza,0.15544961
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1077.mp4,making pizza,0.16318515
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_170.mp4,barbequing,0.15642312
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_322.mp4,making pizza,0.29655927
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_176.mp4,surfing water,0.16381651
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_168.mp4,making pizza,0.22797033
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_281.mp4,barbequing,0.23988023
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1266.mp4,barbequing,0.13991712
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1574.mp4,catching or throwing frisbee,0.080054626
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_154.mp4,making pizza,0.2585851
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1329.mp4,making pizza,0.14218225
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_231.mp4,eating burger,0.09801285
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1288.mp4,barbequing,0.28504378
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_265.mp4,water skiing,0.24209146
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_262.mp4,blowing out candles,0.17289339
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_474.mp4,barbequing,0.16485408
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_862.mp4,headbutting,0.09626974
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_797.mp4,cleaning windows,0.1055278
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1231.mp4,barbequing,0.17087415
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_443.mp4,making pizza,0.08852653
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_361.mp4,eating ice cream,0.33262026
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1548.mp4,milking cow,0.05933751
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_646.mp4,barbequing,0.082771555
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_606.mp4,making pizza,0.19258122
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1033.mp4,playing squash or racquetball,0.08704399
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_696.mp4,making a cake,0.08597
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_750.mp4,barbequing,0.20617947
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1320.mp4,making a sandwich,0.22535789
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_866.mp4,making pizza,0.24740443
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_410.mp4,catching or throwing frisbee,0.14902695
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1579.mp4,slapping,0.07218795
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_91.mp4,barbequing,0.13142127
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1234.mp4,grooming dog,0.107582055
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_970.mp4,cartwheeling,0.05495727
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1476.mp4,flying kite,0.19902608
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_532.mp4,playing tennis,0.19467555
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_352.mp4,barbequing,0.11440265
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1592.mp4,surfing water,0.19287287
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_508.mp4,barbequing,0.13097046
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_761.mp4,grooming dog,0.11100191
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1221.mp4,playing trombone,0.12324795
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1391.mp4,barbequing,0.15967807
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_592.mp4,barbequing,0.21767145
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_358.mp4,making pizza,0.20062995
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_887.mp4,making pizza,0.108664
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_621.mp4,pushing cart,0.21060559
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1275.mp4,barbequing,0.072225526
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_369.mp4,feeding birds,0.10844663
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1200.mp4,making a sandwich,0.10001947
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1113.mp4,jumping into pool,0.19933629
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1150.mp4,surfing water,0.19651562
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_954.mp4,barbequing,0.09654443
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1524.mp4,riding elephant,0.21176776
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_483.mp4,making pizza,0.13427874
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_338.mp4,throwing ball,0.110369086
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1145.mp4,eating ice cream,0.1379979
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1030.mp4,barbequing,0.24087808
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1034.mp4,barbequing,0.101899475
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1423.mp4,jumping into pool,0.19445983
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_256.mp4,grooming dog,0.1766647
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_833.mp4,flying kite,0.18014054
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_144.mp4,barbequing,0.14371118
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_319.mp4,riding elephant,0.13776809
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_437.mp4,jumping into pool,0.09344815
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_86.mp4,making a sandwich,0.15881269
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1587.mp4,making pizza,0.2329509
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1544.mp4,playing tennis,0.17965537
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_950.mp4,barbequing,0.2419937
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1064.mp4,barbequing,0.2921368
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1338.mp4,barbequing,0.15492103
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_829.mp4,making pizza,0.17973493
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1262.mp4,barbequing,0.11384925
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_305.mp4,making pizza,0.13208967
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1508.mp4,riding scooter,0.13527466
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_1362.mp4,riding camel,0.075482294
/kaggle/input/hhhhhhhhhhh/kaggle/temp/videos/video_725.mp4,eating ice cream,0.10850471
